name,price,url,rating,rating_number,page,keyword,source,execution_date,scraper_type
"Expanda Sua Conectividade: Adaptador Hub 8 em 1 para MacBook Air M1/M2/M3 e Pro - HDMI 4K, USB-C, Portas USB e Mais - FlySea","139,",/Expanda-Sua-Conectividade-Adaptador-MacBook/dp/B0CP6JZ6MB/ref=sr_1_17?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-17&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9,"4,3 de 5 estrelas",38,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Lenovo 82MGS00200 IdeaPad Gaming 3i - Notebook i5-11300H, 8GB, 512GB, SSD Dedicada, GTX 1650 4GB, 15.6"", FHD WVA, Linux","4.678,",/Notebook-ideapad-i5-11300H-Dedicada-82MGS00200/dp/B0BBKX6C5R/ref=sr_1_18?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-18&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"4,7 de 5 estrelas",955,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Notebook Lenovo Ideapad 1i i5-1235U 8GB 512GB SSD 15.6"" W11","2.800,",/Notebook-Lenovo-Ideapad-i5-1235U-512GB/dp/B0CK3R8JYG/ref=sr_1_19?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-19&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"4,8 de 5 estrelas",561,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"MOSISO compatível com MacBook Air 13 polegadas, 2021-2018 A2337 M1 A2179 A1932 Tela Retina Touch ID, capa dura de plástico, capa para teclado, protetor de tela e bolsa de armazenamento, Azul Verde","239,",/pl%C3%A1stico-protetor-armazenamento-compat%C3%ADvel-polegadas/dp/B085S36QQL/ref=sr_1_20?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-20&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,"4,2 de 5 estrelas",13.201,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Suporte para laptop, suporte para laptop, suporte para computador Riser, suporte de notebook portátil dobrável de alumínio ajustável, compatível com MacBook Air Pro, HP, Lenovo, Dell,","21,",/gp/bestsellers/computers/16364859011/ref=sr_bs_20_16364859011_1,"4,6 de 5 estrelas",11.774,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
Notebook Galaxy Book3 360 Windows 11 Home Intel Core i7-1360P 16GB 512 GB SSD 15.6'' Full HD AMOLED 1.46 kg,"7.078,",/Notebook-Galaxy-Windows-i7-1360P-AMOLED/dp/B0C5RYJ9ZQ/ref=sr_1_22?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-22&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e,"4,8 de 5 estrelas",236,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Notebook Dell XPS 13 X13-U7155H-M10 13.4"" Full HD+ Intel® Core™ Ultra 7 16GB 512GB SSD Win 11","10.979,",/Notebook-Dell-X13-U7155H-M10-Intel%C2%AE-CoreTM/dp/B0D8V4HSQM/ref=sr_1_23?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-23&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e,N/A,N/A,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Notebook Samsung Galaxy Book Go, Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg","1.949,",/Notebook-Samsung-Galaxy-Windows-1-38kg/dp/B0C2VTDM2H/ref=sr_1_24?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-24&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e,"4,6 de 5 estrelas",512,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Plug Tomada Adaptador Para Macbook, iPhone,ipad Apple Brasil Carbono Brasil","36,",/Tomada-Adaptador-Macbook-iPhone-Carbono/dp/B0BK74CHF7/ref=sr_1_25?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-25,"4,7 de 5 estrelas",351,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Lenovo 82MD0007BR IdeaPad 3i i5 - Notebook-1135G7 8GB 256GB SSD Placa de Vídeo Intel Iris Xe Windows 11 15.6', Cinza","4.427,",/Notebook-Lenovo-IdeaPad-i5-1135G7-82MD0007BR/dp/B0B35BGG1P/ref=sr_1_26?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"4,7 de 5 estrelas",2.140,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Notebook VAIO FE15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Tela 15.6 Polegadas Full HD Antirreflexo, Windows 11 Home, Cinza Grafite - VJFE55F11X-B0211H",N/A,/Notebook-VAIO-Intel%C2%AE-Antirreflexo-Windows/dp/B0CB4V3L1B/ref=sr_1_27?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-27,"4,4 de 5 estrelas",566,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Capa para laptop de 13 polegadas com suporte ajustável, resistente a impactos e mouse pad para MacBook Pro de 13 polegadas e MacBook Air, XPS 13, Surface Book de 13,5 polegadas, 12,9 polegadas, preto, Nillkin","196,",/polegadas-ajust%C3%A1vel-resistente-impactos-Nillkin/dp/B08H8NC2ZQ/ref=sr_1_28_mod_primary_new?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-28,"4,6 de 5 estrelas",1.218,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Galaxy Book3 Intel® Core™ i7-1360P, Windows 11 Home, 16GB, 512GB SSD, Placa Gráfica Intel® Arc™, 15.6'' Full HD LED, 1.60kg",N/A,/Galaxy-Intel%C2%AE-i7-1360P-Windows-Gr%C3%A1fica/dp/B0156Q4RH4/ref=sr_1_29?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-29,"4,7 de 5 estrelas",56,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Computador Mac mini da Apple Chip M2 da Apple com CPU de 8 núcleos e GPU de 10 núcleos com 2023: 8GB de Memória unificada, de 512 GB de armazenamento SSD, Ethernet Gigabit.","7.199,",/Computador-Mac-Apple-n%C3%BAcleos-n%C3%BAcleos/dp/B0BSHW9GD5/ref=sr_1_30?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-30&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,"4,6 de 5 estrelas",34,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Apple iMac (de 24 polegadas, Processador M1 da Apple com CPU 8‑core e GPU 8‑core, 8 GB RAM, 256 GB) - Azul","11.398,",/Apple-iMac-24-polegadas-Processador-GPU-8%E2%80%91core/dp/B09B2QNHJB/ref=sr_1_31?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"5,0 de 5 estrelas",49,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Apple iPad Pro Wi-Fi de 12,9 polegadas (Wi-Fi, 128 GB) - Prateado","6.999,",/Apple-iPad-Pro-Wi-Fi-polegadas-128-GB/dp/B09717XD7C/ref=sr_1_32?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-32&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"4,9 de 5 estrelas",45,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"STOON Suporte para laptop de altura ajustável, suporte ergonômico portátil para laptop, suporte para mesa, suporte dobrável de alumínio compatível com MacBook Air Pro, Dell XPS, HP (10 a 16 polegadas) - prata","272,",/STOON-ajust%C3%A1vel-ergon%C3%B4mico-compat%C3%ADvel-polegadas/dp/B0BYZH85KD/ref=sr_1_33?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-33&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,"4,7 de 5 estrelas",564,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Galaxy Book2 Intel® Core™ i7-1255U, Windows 11 Home, 8GB, 256GB SSD, 15.6'' Full HD LED, 1.81kg*.","3.699,",/Notebook-Samsung-i7-1255U-Windows-Grafite/dp/B0C5JWYN85/ref=sr_1_34?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-34&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"4,0 de 5 estrelas",19,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Notebook Dell XPS 13 X13-U7155H-M30 13.4"" 3K OLED Touch Intel® Core™ Ultra 7 32GB 1TB SSD Win 11","13.869,",/Notebook-Dell-X13-U7155H-M30-Intel%C2%AE-CoreTM/dp/B0D8TW562S/ref=sr_1_35?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-35&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e,N/A,N/A,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
mophie - Universal Battery-Powerstation PRO AC-FG-Preto,N/A,/mophie-Universal-Battery-Powerstation-PRO-AC-FG-Preto/dp/B0BWSDWZ96/ref=sr_1_36?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-36,"2,7 de 5 estrelas",89,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Apple iMac (de 24 polegadas, Processador M1 da Apple com CPU 8‑core e GPU 7‑core, 8 GB RAM, 256 GB) - Verde","17.599,",/Apple-24-polegadas-Processador-8%E2%80%91core-GPU-7%E2%80%91core/dp/B09L53563Q/ref=sr_1_37?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-37&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,"4,3 de 5 estrelas",26,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"B BELK Capa compatível com MacBook Air de 13 polegadas para MacBook Air M1 2021 2020 2019 2018 modelo A2337 A2179 A1932 com Touch ID, capa rígida para laptop de plástico transparente","289,",/polegadas-pl%C3%A1stico-transparente-protetor-touchpad/dp/B08DD4S6C6/ref=sr_1_38?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-38&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,"4,4 de 5 estrelas",8.756,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"USB C Hub, Cabos & Plugs USB-C para HDMI 4k RJ45 Ethernet Carregamento PD Charger, 2 portas USB 3.0 e leitor de cartões SD/TF, compátivel com Macbook, tablets, celulares","105,",/Cabos-Plugs-Carregamento-comp%C3%A1tivel-celulares/dp/B0B3M48MYF/ref=sr_1_39?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-39&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9,"4,4 de 5 estrelas",830,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
"Samsung Book Core i5-1135G7, 8G, 512GB SSD, Iris Xe, 15.6""FHD, W11 Cinza","4.389,",/Notebook-Samsung-512GB-Windows-Chumbo/dp/B09MDDDCBW/ref=sr_1_40?dib=eyJ2IjoiMSJ9.ed-ihsuiy_YvdiPgMc7BwXhNHTTPAm4M_gNqc4k23Gcxt1BTvSujs-b59s3c0E0vnY0O7SMGLRjWDQi0oQLIXPmOAulJvfPc-lV4ijZyxdDBQcOPv89gftEq7bv6p16QEKOrOkX80AeNoxVpdMs5obRHJfU4nQSg6I59qr8N_b2GSvrHgqwlEYtye_wMjNHmA_Ila1z1GnoTANQy6WdKkGj2wFUOQdjpJ3X_bezvqBDnkqGgBSPp8zAbEXIDLun6WB88Uph14TapAOZaVVN24pq_VW_j8HXX2v7pv7lOF8c.CPNuaEdou-cxd-u1PqHogXpjeZP63-DNATc5lCFgwP4&dib_tag=se&keywords=macbook&qid=1722963005&sr=8-40&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e,"4,6 de 5 estrelas",1.065,1,macbook,amazon,2024-08-06T13:50:53.352308,Browser
